Record Length,2.500000e+03,,   0.001467500000,  24.40000,
Sample Interval,1.000000e-08,,   0.001467510000,  24.00000,
Trigger Point,-1.467500000000e+05,,   0.001467520000,  24.00000,
,,,   0.001467530000,  24.40000,
,,,   0.001467540000,  24.00000,
,,,   0.001467550000,  24.00000,
Source,CH3,,   0.001467560000,  24.40000,
Vertical Units,V,,   0.001467570000,  24.00000,
Vertical Scale,1.000000e+01,,   0.001467580000,  24.40000,
Vertical Offset,-1.840000e+01,,   0.001467590000,  24.00000,
Horizontal Units,s,,   0.001467600000,  24.40000,
Horizontal Scale,2.500000e-06,,   0.001467610000,  24.00000,
Pt Fmt,Y,,   0.001467620000,  24.40000,
Yzero,0.000000e+00,,   0.001467630000,  24.00000,
Probe Atten,2.000000e+01,,   0.001467640000,  24.00000,
Firmware Version,FV:v10.21,,   0.001467650000,  24.00000,
,,,0.001467660000,  24.40000,
,,,0.001467670000,  24.00000,
,,,0.001467680000,  24.00000,
,,,0.001467690000,  24.00000,
,,,0.001467700000,  24.00000,
,,,0.001467710000,  24.40000,
,,,0.001467720000,  24.00000,
,,,0.001467730000,  24.00000,
,,,0.001467740000,  24.00000,
,,,0.001467750000,  24.00000,
,,,0.001467760000,  24.00000,
,,,0.001467770000,  24.40000,
,,,0.001467780000,  24.00000,
,,,0.001467790000,  24.40000,
,,,0.001467800000,  24.40000,
,,,0.001467810000,  24.40000,
,,,0.001467820000,  24.40000,
,,,0.001467830000,  24.40000,
,,,0.001467840000,  24.00000,
,,,0.001467850000,  24.00000,
,,,0.001467860000,  24.40000,
,,,0.001467870000,  24.00000,
,,,0.001467880000,  24.00000,
,,,0.001467890000,  24.40000,
,,,0.001467900000,  24.40000,
,,,0.001467910000,  24.00000,
,,,0.001467920000,  24.00000,
,,,0.001467930000,  24.40000,
,,,0.001467940000,  24.40000,
,,,0.001467950000,  24.00000,
,,,0.001467960000,  24.40000,
,,,0.001467970000,  24.00000,
,,,0.001467980000,  24.00000,
,,,0.001467990000,  24.00000,
,,,0.001468000000,  24.40000,
,,,0.001468010000,  24.00000,
,,,0.001468020000,  24.00000,
,,,0.001468030000,  24.00000,
,,,0.001468040000,  24.00000,
,,,0.001468050000,  24.00000,
,,,0.001468060000,  24.00000,
,,,0.001468070000,  24.00000,
,,,0.001468080000,  24.40000,
,,,0.001468090000,  24.00000,
,,,0.001468100000,  24.00000,
,,,0.001468110000,  24.00000,
